Test Size,Method,M,C,theta,SP,SE,Gmean,F1 Score,Accuracy,Precision,AUC,Ma tran nham lan,List of err_w,List of alpha
0.2,ImADA1_WSVM,10,100,0.1,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.9676361966077837, 0.499999999999999, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002]","[-1.6989077838241868, 1.998401444325278e-15, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16]"
0.2,ImADA2_WSVM,10,100,0.1,0.826086957,0.125,0.321342293,0.153846154,0.64516129,0.2,0.475543478,"[[38  8]
 [14  2]]","[0.3495028218220909, 0.5569992507972151, 0.4584504132989497, 0.5210537272615152, 0.4790668093511341, 0.5126231815718589, 0.4933014668563067, 0.5034682881196931, 0.4914653547798422, 0.5070471271487196]","[0.3106126622455212, -0.11449621680608138, 0.08329124954722114, -0.04213236706607691, 0.04189086810076642, -0.025251729028580742, 0.013397867881715621, -0.0069366874962402385, 0.017070948503516446, -0.014095187673851988]"
0.2,ImADA_12_WSVM,10,100,0.1,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.99895258422999, 0.05986870799882749, 0.39451847577684196, 0.506184643177751, 0.6023479715496426, 0.40942550563007535, 0.5437307903065296, 0.4664132208178051, 0.5175975662826093, 0.48921117436077866]","[-3.4301906775997435, 1.376932786628911, 0.21417903834020166, -0.012369917243909316, -0.20762899083062517, 0.183170405551247, -0.08768562307940997, 0.06727486824649882, -0.03520967541448399, 0.021581001030034307]"
0.2,WSVM,10,100,0.5,0.847826087,0.125,0.325543025,0.16,0.661290323,0.222222222,0.486413043,"[[39  7]
 [14  2]]",None,None
0.2,ADA_WSVM,10,100,0.5,0.847826087,0.125,0.325543025,0.16,0.661290323,0.222222222,0.486413043,"[[39  7]
 [14  2]]","[0.2295081967213116, 0.41109422492401193, 0.5000000000000001, 0.5000000000000001, 0.49999999999999994, 0.49999999999999994, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5]","[0.6055451360473997, 0.17972187525343317, -2.2204460492503136e-16, -2.2204460492503136e-16, 1.1102230246251564e-16, 1.1102230246251564e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0]"
0.2,ImADA1_SVM,10,100,0.5,0.043478261,0.9375,0.201893213,0.4,0.274193548,0.254237288,0.49048913,"[[ 2 44]
 [ 1 15]]","[0.8518425050324505, 0.33347657928663516, 0.5767868003350015, 0.4292413650894761, 0.5419756129751189, 0.5086669024727708, 0.4999999999999998, 0.5000000000000002, 0.49999999999999994, 0.5]","[-0.8745628966775243, 0.34625132149666, -0.15479831560760138, 0.14247351552658777, -0.08414928822033504, -0.017335541301508182, 4.440892098500624e-16, -4.440892098500628e-16, 1.1102230246251564e-16, 0.0]"
0.2,ImADA2_SVM,10,100,0.5,0.826086957,0.125,0.321342293,0.153846154,0.64516129,0.2,0.475543478,"[[38  8]
 [14  2]]","[0.3495028218220909, 0.5569992507972151, 0.48951127410769824, 0.5017777818941336, 0.49969434399338397, 0.5000524235083131, 0.4999910049954871, 0.5000015432825237, 0.4999997352141012, 0.5000000454300639]","[0.3106126622455212, -0.11449621680608138, 0.020980529664213442, -0.0035555787715667135, 0.0006113120893816139, -0.0001048470170104505, 1.799000902771794e-05, -3.086565047312641e-06, 5.295717976320784e-07, -9.086012785036678e-08]"
0.2,ImADA_12_SVM,10,100,0.5,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.9780493566849405, 0.21552005714576639, 0.38360759434416397, 0.5114061206850676, 0.5066738151528254, 0.4992459023503938, 0.5000845309133233, 0.4999905159713173, 0.5000010639629049, 0.49999988063829515]","[-1.898381844212276, 0.6459835136212654, 0.23713182125794477, -0.022816199757142743, -0.013348423058261328, 0.0015081964427542918, -0.00016906182825726253, 1.896805736767622e-05, -2.1279258097978287e-06, 2.3872340967233054e-07]"
0.2,ImADA1_WSVM,10,100,0.5,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.8518425050324505, 0.5000000000000001, 0.4999999999999997, 0.5000000000000001, 0.5000000000000001, 0.5, 0.5000000000000001, 0.4999999999999997, 0.5000000000000001, 0.5000000000000001]","[-0.8745628966775243, -2.2204460492503136e-16, 5.55111512312578e-16, -2.2204460492503136e-16, -2.2204460492503136e-16, 0.0, -2.2204460492503136e-16, 5.55111512312578e-16, -2.2204460492503136e-16, -2.2204460492503136e-16]"
0.2,ImADA2_WSVM,10,100,0.5,0.826086957,0.125,0.321342293,0.153846154,0.64516129,0.2,0.475543478,"[[38  8]
 [14  2]]","[0.3495028218220909, 0.5569992507972151, 0.4584504132989497, 0.5210537272615152, 0.4790668093511341, 0.5126231815718589, 0.4933014668563067, 0.5034682881196931, 0.4914653547798422, 0.5070471271487196]","[0.3106126622455212, -0.11449621680608138, 0.08329124954722114, -0.04213236706607691, 0.04189086810076642, -0.025251729028580742, 0.013397867881715621, -0.0069366874962402385, 0.017070948503516446, -0.014095187673851988]"
0.2,ImADA_12_WSVM,10,100,0.5,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.9780493566849405, 0.21552005714576639, 0.38693959497845715, 0.5074694097217145, 0.591846059958633, 0.41474237452501245, 0.5424050391228689, 0.47046394313219986, 0.5159067732133003, 0.48867342640845113]","[-1.898381844212276, 0.6459835136212654, 0.23009743778188294, -0.014939930882699988, -0.18580107997491227, 0.17219729626535216, -0.0850142995327751, 0.059140968957505924, -0.031824285797481526, 0.022657023311299075]"
0.2,WSVM,10,100,0.8,0.847826087,0.125,0.325543025,0.16,0.661290323,0.222222222,0.486413043,"[[39  7]
 [14  2]]",None,None
0.2,ADA_WSVM,10,100,0.8,0.847826087,0.125,0.325543025,0.16,0.661290323,0.222222222,0.486413043,"[[39  7]
 [14  2]]","[0.2295081967213116, 0.41109422492401193, 0.5000000000000001, 0.5000000000000001, 0.49999999999999994, 0.49999999999999994, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5]","[0.6055451360473997, 0.17972187525343317, -2.2204460492503136e-16, -2.2204460492503136e-16, 1.1102230246251564e-16, 1.1102230246251564e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0]"
0.2,ImADA1_SVM,10,100,0.8,0.369565217,0.75,0.526473089,0.421052632,0.467741935,0.292682927,0.559782609,"[[17 29]
 [ 4 12]]","[0.7777274306237191, 0.3334765792866353, 0.5767868003350018, 0.429241365089476, 0.541975612975119, 0.5086669024727708, 0.4999999999999998, 0.5000000000000001, 0.5, 0.5]","[-0.6262358489065066, 0.34625132149665966, -0.15479831560760204, 0.14247351552658793, -0.08414928822033524, -0.017335541301508182, 4.440892098500624e-16, -2.2204460492503136e-16, 0.0, 0.0]"
0.2,ImADA2_SVM,10,100,0.8,0.826086957,0.125,0.321342293,0.153846154,0.64516129,0.2,0.475543478,"[[38  8]
 [14  2]]","[0.3495028218220909, 0.5569992507972151, 0.48951127410769824, 0.5017777818941336, 0.49969434399338397, 0.5000524235083131, 0.4999910049954871, 0.5000015432825237, 0.4999997352141012, 0.5000000454300639]","[0.3106126622455212, -0.11449621680608138, 0.020980529664213442, -0.0035555787715667135, 0.0006113120893816139, -0.0001048470170104505, 1.799000902771794e-05, -3.086565047312641e-06, 5.295717976320784e-07, -9.086012785036678e-08]"
0.2,ImADA_12_SVM,10,100,0.8,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.9505949049028665, 0.2840645020916792, 0.3792668668438537, 0.5167491945285729, 0.5014396184084561, 0.49984085122706146, 0.5000175638295328, 0.4999980612722066, 0.5000002139958942, 0.49999997637917615]","[-1.4785172228985743, 0.46219437188394646, 0.2463305804261696, -0.033510927484039894, -0.0028792447732472817, 0.00031829755662640024, -3.5127659079997736e-05, 3.877455586882031e-06, -4.279917884443269e-07, 4.724164769353809e-08]"
0.2,ImADA1_WSVM,10,100,0.8,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.7777274306237191, 0.5000000000000003, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983]","[-0.6262358489065066, -6.661338147750944e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16]"
0.2,ImADA2_WSVM,10,100,0.8,0.826086957,0.125,0.321342293,0.153846154,0.64516129,0.2,0.475543478,"[[38  8]
 [14  2]]","[0.3495028218220909, 0.5569992507972151, 0.4584504132989497, 0.5210537272615152, 0.4790668093511341, 0.5126231815718589, 0.4933014668563067, 0.5034682881196931, 0.4914653547798422, 0.5070471271487196]","[0.3106126622455212, -0.11449621680608138, 0.08329124954722114, -0.04213236706607691, 0.04189086810076642, -0.025251729028580742, 0.013397867881715621, -0.0069366874962402385, 0.017070948503516446, -0.014095187673851988]"
0.2,ImADA_12_WSVM,10,100,0.8,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.9505949049028665, 0.24924977311712002, 0.4339624309011991, 0.5105263158831218, 0.4981713687162068, 0.5003130730608528, 0.4999462654443215, 0.5000092188118642, 0.49999841828485864, 0.5000002713789117]","[-1.4785172228985743, 0.5513087552462328, 0.13285124344516414, -0.021055742862442755, 0.0036572788737071274, -0.0006261462035343834, 0.00010746911177071237, -1.843762373054287e-05, 3.1634302826316062e-06, -5.427578233401601e-07]"
0.2,WSVM,10,100,1,0.847826087,0.125,0.325543025,0.16,0.661290323,0.222222222,0.486413043,"[[39  7]
 [14  2]]",None,None
0.2,ADA_WSVM,10,100,1,0.847826087,0.125,0.325543025,0.16,0.661290323,0.222222222,0.486413043,"[[39  7]
 [14  2]]","[0.2295081967213116, 0.41109422492401193, 0.5000000000000001, 0.5000000000000001, 0.49999999999999994, 0.49999999999999994, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5]","[0.6055451360473997, 0.17972187525343317, -2.2204460492503136e-16, -2.2204460492503136e-16, 1.1102230246251564e-16, 1.1102230246251564e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0]"
0.2,ImADA1_SVM,10,100,1,0.695652174,0.4375,0.551677284,0.378378378,0.629032258,0.333333333,0.566576087,"[[32 14]
 [ 9  7]]","[0.733606557377049, 0.33347657928663527, 0.5767868003350016, 0.42924136508947586, 0.5419756129751189, 0.5086669024727708, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5]","[-0.5064992679725586, 0.3462513214966598, -0.1547983156076016, 0.14247351552658818, -0.08414928822033504, -0.017335541301508182, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0]"
0.2,ImADA2_SVM,10,100,1,0.826086957,0.125,0.321342293,0.153846154,0.64516129,0.2,0.475543478,"[[38  8]
 [14  2]]","[0.3495028218220909, 0.5569992507972151, 0.48951127410769824, 0.5017777818941336, 0.49969434399338397, 0.5000524235083131, 0.4999910049954871, 0.5000015432825237, 0.4999997352141012, 0.5000000454300639]","[0.3106126622455212, -0.11449621680608138, 0.020980529664213442, -0.0035555787715667135, 0.0006113120893816139, -0.0001048470170104505, 1.799000902771794e-05, -3.086565047312641e-06, 5.295717976320784e-07, -9.086012785036678e-08]"
0.2,ImADA_12_SVM,10,100,1,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.9290345337274926, 0.3173882581715235, 0.3769773229137453, 0.5162624439109844, 0.4978853378533748, 0.5002693856072178, 0.49996559267296425, 0.5000043932061369, 0.4999994390413378, 0.5000000716271643]","[-1.2859762714736127, 0.3829002121645316, 0.251198941863002, -0.03253636412333045, 0.004229349510421696, -0.0005387712665661005, 6.88146541801524e-05, -8.78641227398476e-06, 1.1219173243363618e-06, -1.4325432860439725e-07]"
0.2,ImADA1_WSVM,10,100,1,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.733606557377049, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002]","[-0.5064992679725586, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16]"
0.2,ImADA2_WSVM,10,100,1,0.826086957,0.125,0.321342293,0.153846154,0.64516129,0.2,0.475543478,"[[38  8]
 [14  2]]","[0.3495028218220909, 0.5569992507972151, 0.4584504132989497, 0.5210537272615152, 0.4790668093511341, 0.5126231815718589, 0.4933014668563067, 0.5034682881196931, 0.4914653547798422, 0.5070471271487196]","[0.3106126622455212, -0.11449621680608138, 0.08329124954722114, -0.04213236706607691, 0.04189086810076642, -0.025251729028580742, 0.013397867881715621, -0.0069366874962402385, 0.017070948503516446, -0.014095187673851988]"
0.2,ImADA_12_WSVM,10,100,1,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.9290345337274926, 0.25877724739757535, 0.46593606170118984, 0.505621628743808, 0.49902907887556186, 0.5001663944924449, 0.4999714456518349, 0.5000048989877284, 0.49999915946176543, 0.5000001442134197]","[-1.2859762714736127, 0.5261667739668591, 0.0682335741861981, -0.011243731280089151, 0.0019418446896166486, -0.0003327889971751657, 5.710869639230977e-05, -9.797975457069858e-06, 1.6810764691913993e-06, -2.884268392798913e-07]"
0.2,WSVM,10,100,1.5,0.847826087,0.125,0.325543025,0.16,0.661290323,0.222222222,0.486413043,"[[39  7]
 [14  2]]",None,None
0.2,ADA_WSVM,10,100,1.5,0.847826087,0.125,0.325543025,0.16,0.661290323,0.222222222,0.486413043,"[[39  7]
 [14  2]]","[0.2295081967213116, 0.41109422492401193, 0.5000000000000001, 0.5000000000000001, 0.49999999999999994, 0.49999999999999994, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5]","[0.6055451360473997, 0.17972187525343317, -2.2204460492503136e-16, -2.2204460492503136e-16, 1.1102230246251564e-16, 1.1102230246251564e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0]"
0.2,ImADA1_SVM,10,100,1.5,0.760869565,0.4375,0.576957914,0.411764706,0.677419355,0.388888889,0.599184783,"[[35 11]
 [ 9  7]]","[0.5234916193009902, 0.376264585801802, 0.6724270899313377, 0.40106655313200357, 0.5527807476709794, 0.47009106729282807, 0.5400802693895796, 0.4912111678829693, 0.5036293845279599, 0.4999999999999999]","[-0.04701785511550955, 0.2527168405895009, -0.3595915163389469, 0.20051155171591753, -0.10595623658687503, 0.05988936528460573, -0.08033289997285516, 0.017579474918462668, -0.007258896547473209, 2.2204460492503126e-16]"
0.2,ImADA2_SVM,10,100,1.5,0.826086957,0.125,0.321342293,0.153846154,0.64516129,0.2,0.475543478,"[[38  8]
 [14  2]]","[0.3495028218220909, 0.5569992507972151, 0.48951127410769824, 0.5017777818941336, 0.49969434399338397, 0.5000524235083131, 0.4999910049954871, 0.5000015432825237, 0.4999997352141012, 0.5000000454300639]","[0.3106126622455212, -0.11449621680608138, 0.020980529664213442, -0.0035555787715667135, 0.0006113120893816139, -0.0001048470170104505, 1.799000902771794e-05, -3.086565047312641e-06, 5.295717976320784e-07, -9.086012785036678e-08]"
0.2,ImADA_12_SVM,10,100,1.5,0.02173913,1,0.147441956,0.415584416,0.274193548,0.262295082,0.510869565,"[[ 1 45]
 [ 0 16]]","[0.7671777269397917, 0.35658100423269756, 0.5066694618854118, 0.4992197693187449, 0.5000905413796191, 0.49998948330664716, 0.5000012214169246, 0.4999998581418934, 0.5000000164756948, 0.49999999808647844]","[-0.5962215527940218, 0.29511735175818155, -0.013339714973020217, 0.0015604626291071363, -0.00018108276121738467, 2.103338670877318e-05, -2.4428338491820354e-06, 2.8371621318594197e-07, -3.2951389592468613e-08, 3.82704311220097e-09]"
0.2,ImADA1_WSVM,10,100,1.5,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.5234916193009902, 0.6226032192202543, 0.5000000000000001, 0.49999999999999994, 0.5000000000000001, 0.49999999999999994, 0.49999999999999994, 0.5000000000000001, 0.49999999999999994, 0.49999999999999994]","[-0.04701785511550955, -0.2503061628494926, -2.2204460492503136e-16, 1.1102230246251564e-16, -2.2204460492503136e-16, 1.1102230246251564e-16, 1.1102230246251564e-16, -2.2204460492503136e-16, 1.1102230246251564e-16, 1.1102230246251564e-16]"
0.2,ImADA2_WSVM,10,100,1.5,0.826086957,0.125,0.321342293,0.153846154,0.64516129,0.2,0.475543478,"[[38  8]
 [14  2]]","[0.3495028218220909, 0.5569992507972151, 0.4584504132989497, 0.5210537272615152, 0.4790668093511341, 0.5126231815718589, 0.4933014668563067, 0.5034682881196931, 0.4914653547798422, 0.5070471271487196]","[0.3106126622455212, -0.11449621680608138, 0.08329124954722114, -0.04213236706607691, 0.04189086810076642, -0.025251729028580742, 0.013397867881715621, -0.0069366874962402385, 0.017070948503516446, -0.014095187673851988]"
0.2,ImADA_12_WSVM,10,100,1.5,0.217391304,0.9375,0.451446949,0.447761194,0.403225806,0.294117647,0.577445652,"[[10 36]
 [ 1 15]]","[0.7671777269397917, 0.6925093660747921, 0.2572883313548238, 0.5119840630140216, 0.46328520135402373, 0.5200203933357648, 0.4789557837006987, 0.5356600467938235, 0.47496091789111605, 0.5030170369816016]","[-0.5962215527940218, -0.4059385674924494, 0.5300552688790259, -0.02397271727563451, 0.07356200105797342, -0.04006220593833181, 0.04211331137044253, -0.07144138853152794, 0.050120089703731344, -0.0060341471984452074]"
0.2,WSVM,10,100,2,0.847826087,0.125,0.325543025,0.16,0.661290323,0.222222222,0.486413043,"[[39  7]
 [14  2]]",None,None
0.2,ADA_WSVM,10,100,2,0.847826087,0.125,0.325543025,0.16,0.661290323,0.222222222,0.486413043,"[[39  7]
 [14  2]]","[0.2295081967213116, 0.41109422492401193, 0.5000000000000001, 0.5000000000000001, 0.49999999999999994, 0.49999999999999994, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5]","[0.6055451360473997, 0.17972187525343317, -2.2204460492503136e-16, -2.2204460492503136e-16, 1.1102230246251564e-16, 1.1102230246251564e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0]"
0.2,ImADA1_SVM,10,100,2,0.782608696,0.25,0.442325868,0.266666667,0.64516129,0.285714286,0.516304348,"[[36 10]
 [12  4]]","[0.3534533209401116, 0.6252917974552071, 0.4369580824966533, 0.5393773950015626, 0.48161387434868774, 0.5249655759606846, 0.47267191622057503, 0.5244731785708, 0.4955535726911236, 0.5]","[0.30194698498502504, -0.25603541009324277, 0.12675840487916656, -0.07891821934287421, 0.03678883922340159, -0.049972708886366915, 0.054710690045961345, -0.048985501102193345, 0.008893089053012077, 0.0]"
0.2,ImADA2_SVM,10,100,2,0.826086957,0.125,0.321342293,0.153846154,0.64516129,0.2,0.475543478,"[[38  8]
 [14  2]]","[0.3495028218220909, 0.5569992507972151, 0.48951127410769824, 0.5017777818941336, 0.49969434399338397, 0.5000524235083131, 0.4999910049954871, 0.5000015432825237, 0.4999997352141012, 0.5000000454300639]","[0.3106126622455212, -0.11449621680608138, 0.020980529664213442, -0.0035555787715667135, 0.0006113120893816139, -0.0001048470170104505, 1.799000902771794e-05, -3.086565047312641e-06, 5.295717976320784e-07, -9.086012785036678e-08]"
0.2,ImADA_12_SVM,10,100,2,0.173913043,0.875,0.390094749,0.411764706,0.35483871,0.269230769,0.524456522,"[[ 8 38]
 [ 2 14]]","[0.5441770074447295, 0.5053353688255506, 0.4992813480057775, 0.5000961441423359, 0.49998712573491666, 0.5000017237295575, 0.4999997692068588, 0.5000000309012267, 0.4999999958625888, 0.5000000005539641]","[-0.08858500766438383, -0.010671142685347317, 0.001437304978194221, -0.00019228828704181654, 2.5748530172367655e-05, -3.4474591150786077e-06, 4.615862825195168e-07, -6.180245336644248e-08, 8.274822425408432e-09, -1.1079281948607611e-09]"
0.2,ImADA1_WSVM,10,100,2,0.782608696,0.25,0.442325868,0.266666667,0.64516129,0.285714286,0.516304348,"[[36 10]
 [12  4]]","[0.3534533209401116, 0.6252917974552071, 0.5000000000000002, 0.49999999999999994, 0.4999999999999999, 0.5000000000000001, 0.4999999999999999, 0.5000000000000001, 0.4999999999999999, 0.5000000000000001]","[0.30194698498502504, -0.25603541009324277, -4.440892098500628e-16, 1.1102230246251564e-16, 2.2204460492503126e-16, -2.2204460492503136e-16, 2.2204460492503126e-16, -2.2204460492503136e-16, 2.2204460492503126e-16, -2.2204460492503136e-16]"
0.2,ImADA2_WSVM,10,100,2,0.826086957,0.125,0.321342293,0.153846154,0.64516129,0.2,0.475543478,"[[38  8]
 [14  2]]","[0.3495028218220909, 0.5569992507972151, 0.4584504132989497, 0.5210537272615152, 0.4790668093511341, 0.5126231815718589, 0.4933014668563067, 0.5034682881196931, 0.4914653547798422, 0.5070471271487196]","[0.3106126622455212, -0.11449621680608138, 0.08329124954722114, -0.04213236706607691, 0.04189086810076642, -0.025251729028580742, 0.013397867881715621, -0.0069366874962402385, 0.017070948503516446, -0.014095187673851988]"
